# wavelength flux
4244.4628815325 1.0008119625
4244.4699602940 1.0005147075
4244.4770390672 1.0003274650
4244.4841178523 1.0001252419
4244.4911966491 0.9997842955
4244.4982754578 1.0004151315
4244.5053542782 1.0002389271
4244.5124331105 1.0003120365
4244.5195119546 1.0000011640
4244.5265908104 0.9999461283
4244.5336696781 1.0001563766
4244.5407485576 1.0005949582
4244.5478274489 1.0005679163
4244.5549063520 1.0007082423
4244.5619852669 1.0008124321
4244.5690641936 1.0006734462
4244.5761431322 1.0007257774
4244.5832220825 1.0006961620
4244.5903010446 1.0006551168
4244.5973800185 1.0004779779
4244.6044590043 1.0003910765
4244.6115380018 1.0002732986
4244.6186170112 1.0004494720
4244.6256960324 1.0001510340
4244.6327750653 1.0003015187
4244.6398541101 1.0009181248
4244.6469331667 1.0010424601
4244.6540122351 1.0013381383
4244.6610913153 1.0013094030
4244.6681704073 1.0010784795
4244.6752495111 1.0009707220
4244.6823286267 1.0010803086
4244.6894077541 1.0016412474
4244.6964868933 1.0011371843
4244.7035660444 1.0010462316
4244.7106452072 1.0008632402
4244.7177243818 1.0005236328
4244.7248035683 1.0007503832
4244.7318827665 1.0011106361
4244.7389619766 1.0010520024
4244.7460411985 1.0011577635
4244.7531204321 1.0013575583
4244.7601996776 1.0009875349
4244.7672789349 1.0007687326
4244.7743582040 1.0008977687
4244.7814374849 1.0010627269
4244.7885167776 1.0010694962
4244.7955960821 1.0009331148
4244.8026753985 1.0009303508
4244.8097547266 1.0009501874
4244.8168340665 1.0010184824
4244.8239134183 1.0006586237
4244.8309927818 1.0011642669
4244.8380721572 1.0012659355
4244.8451515443 1.0008773725
4244.8522309433 1.0007005575
4244.8593103541 1.0009974860
4244.8663897767 1.0007623383
4244.8734692110 1.0008894502
4244.8805486572 1.0004529885
4244.8876281152 1.0003658242
4244.8947075850 1.0005249423
4244.9017870667 1.0007619204
4244.9088665601 1.0011849277
4244.9159460653 1.0011063289
4244.9230255824 1.0008231250
4244.9301051112 1.0012124465
4244.9371846518 1.0016528293
4244.9442642043 1.0013439796
4244.9513437686 1.0009764496
4244.9584233446 1.0009041785
4244.9655029325 1.0006406239
4244.9725825322 1.0006270355
4244.9796621437 1.0011769348
4244.9867417670 1.0010953925
4244.9938214021 1.0009125778
4245.0009010490 1.0005708065
4245.0079807077 1.0007092400
4245.0150603783 1.0014117749
4245.0221400606 1.0014746695
4245.0292197547 1.0012206410
4245.0362994607 1.0016379290
4245.0433791785 1.0016124704
4245.0504589080 1.0014672760
4245.0575386494 1.0016388986
4245.0646184026 1.0016616444
4245.0716981676 1.0010719192
4245.0787779444 1.0009442632
4245.0858577330 1.0007655142
4245.0929375334 1.0009536177
4245.1000173456 1.0009082908
4245.1070971696 1.0011874088
4245.1141770054 1.0009719195
4245.1212568531 1.0009113192
4245.1283367125 1.0014683702
4245.1354165838 1.0014987586
4245.1424964668 1.0016604034
4245.1495763617 1.0017842218
4245.1566562684 1.0013536591
4245.1637361869 1.0007815284
4245.1708161172 1.0007961702
4245.1778960593 1.0012140779
4245.1849760132 1.0011787938
4245.1920559789 1.0009942356
4245.1991359564 1.0063295714
4245.2062159457 1.0129270417
4245.2132959469 1.0029852576
4245.2203759598 1.0029208638
4245.2274559846 1.0022117739
4245.2345360211 1.0008803869
4245.2416160695 1.0016542052
4245.2486961297 1.0013080260
4245.2557762017 1.0016808139
4245.2628562855 1.0018999395
4245.2699363811 1.0021076863
4245.2770164885 1.0015487894
4245.2840966077 1.0013422359
4245.2911767387 1.0010706331
4245.2982568815 1.0008378079
4245.3053370362 1.0012146221
4245.3124172026 1.0016069996
4245.3194973809 1.0015699276
4245.3265775710 1.0017585481
4245.3336577728 1.0013932956
4245.3407379865 1.0015039213
4245.3478182120 1.0018634894
4245.3548984493 1.0020330306
4245.3619786984 1.0019375920
4245.3690589593 1.0019085823
4245.3761392320 1.0018579371
4245.3832195166 1.0020091350
4245.3902998129 1.0026407518
4245.3973801211 1.0034406747
4245.4044604410 1.0039933379
4245.4115407728 1.0038105372
4245.4186211163 1.0035423636
4245.4257014717 1.0031061479
4245.4327818389 1.0037353180
4245.4398622179 1.0038178290
4245.4469426087 1.0037102277
4245.4540230113 1.0031792066
4245.4611034258 1.0028585106
4245.4681838520 1.0028066813
4245.4752642900 1.0026209677
4245.4823447399 1.0027776571
4245.4894252015 1.0036428712
4245.4965056750 1.0035893603
4245.5035861603 1.0038744930
4245.5106666573 1.0046711721
4245.5177471662 1.0049798944
4245.5248276869 1.0041805141
4245.5319082194 1.0042970658
4245.5389887638 1.0045379245
4245.5460693199 1.0039669038
4245.5531498878 1.0043015366
4245.5602304676 1.0049279847
4245.5673110591 1.0047064190
4245.5743916625 1.0048274387
4245.5814722776 1.0045675922
4245.5885529046 1.0043249461
4245.5956335434 1.0040621611
4245.6027141940 1.0035836330
4245.6097948564 1.0036338683
4245.6168755306 1.0038780004
4245.6239562166 1.0039674081
4245.6310369145 1.0034139085
4245.6381176241 1.0037100665
4245.6451983456 1.0034308714
4245.6522790788 1.0030164035
4245.6593598239 1.0037281290
4245.6664405807 1.0042987742
4245.6735213494 1.0043806040
4245.6806021299 1.0043060274
4245.6876829222 1.0037583683
4245.6947637263 1.0035893353
4245.7018445423 1.0042283966
4245.7089253700 1.0041593863
4245.7160062095 1.0040580621
4245.7230870609 1.0039927179
4245.7301679240 1.0039246941
4245.7372487990 1.0042075619
4245.7443296858 1.0041994082
4245.7514105844 1.0041266218
4245.7584914948 1.0042951969
4245.7655724170 1.0048872293
4245.7726533510 1.0049988473
4245.7797342968 1.0046388600
4245.7868152544 1.0048201012
4245.7938962239 1.0046554453
4245.8009772051 1.0042140007
4245.8080581982 1.0039867901
4245.8151392030 1.0041649704
4245.8222202197 1.0044546628
4245.8293012482 1.0046461278
4245.8363822885 1.0047304846
4245.8434633406 1.0053189831
4245.8505444045 1.0050182367
4245.8576254803 1.0041470911
4245.8647065678 1.0038180198
4245.8717876671 1.0043726132
4245.8788687783 1.0046735937
4245.8859499013 1.0045836893
4245.8930310360 1.0041899680
4245.9001121826 1.0040638896
4245.9071933410 1.0045620491
4245.9142745112 1.0045715598
4245.9213556932 1.0044643913
4245.9284368870 1.0044105620
4245.9355180927 1.0047507917
4245.9425993101 1.0048328714
4245.9496805394 1.0047165232
4245.9567617804 1.0047235946
4245.9638430333 1.0049739095
4245.9709242980 1.0046424853
4245.9780055745 1.0046769923
4245.9850868628 1.0048178791
4245.9921681629 1.0051852127
4245.9992494748 1.0051918696
4246.0063307985 1.0053952716
4246.0134121341 1.0054611259
4246.0204934814 1.0055278999
4246.0275748406 1.0056197113
4246.0346562116 1.0057867644
4246.0417375943 1.0049783197
4246.0488189889 1.0051070944
4246.0559003953 1.0051985356
4246.0629818136 1.0050872271
4246.0700632436 1.0048334541
4246.0771446854 1.0051374906
4246.0842261390 1.0045145242
4246.0913076045 1.0050507692
4246.0983890818 1.0057669205
4246.1054705708 1.0054969123
4246.1125520717 1.0052552991
4246.1196335844 1.0052671795
4246.1267151089 1.0049275899
4246.1337966452 1.0055171714
4246.1408781933 1.0054162002
4246.1479597533 1.0050878198
4246.1550413250 1.0052730014
4246.1621229086 1.0051666349
4246.1692045039 1.0050553011
4246.1762861111 1.0050763647
4246.1833677301 1.0047440777
4246.1904493609 1.0045019690
4246.1975310035 1.0041542467
4246.2046126579 1.0044277210
4246.2116943242 1.0044041698
4246.2187760022 1.0044713590
4246.2258576920 1.0049242307
4246.2329393937 1.0049927173
4246.2400211072 1.0051534000
4246.2471028325 1.0055232549
4246.2541845695 1.0056633272
4246.2612663184 1.0050770359
4246.2683480792 1.0049935993
4246.2754298517 1.0051848386
4246.2825116360 1.0050906164
4246.2895934322 1.0045486520
4246.2966752401 1.0045563800
4246.3037570599 1.0046660413
4246.3108388915 1.0049127332
4246.3179207349 1.0048192951
4246.3250025901 1.0052166822
4246.3320844571 1.0056581286
4246.3391663359 1.0053876390
4246.3462482265 1.0055635255
4246.3533301290 1.0062178080
4246.3604120432 1.0063393862
4246.3674939693 1.0057293988
4246.3745759072 1.0062125842
4246.3816578568 1.0065205730
4246.3887398183 1.0057259837
4246.3958217916 1.0064612088
4246.4029037768 1.0067377958
4246.4099857737 1.0061065421
4246.4170677824 1.0059807621
4246.4241498030 1.0064318088
4246.4312318354 1.0065513395
4246.4383138795 1.0068491912
4246.4453959355 1.0068841663
4246.4524780033 1.0064551054
4246.4595600829 1.0064743384
4246.4666421743 1.0066644024
4246.4737242776 1.0063932993
4246.4808063926 1.0060936300
4246.4878885195 1.0059338577
4246.4949706581 1.0057500042
4246.5020528086 1.0056895125
4246.5091349709 1.0058532172
4246.5162171450 1.0059658662
4246.5232993309 1.0060315810
4246.5303815286 1.0059170591
4246.5374637382 1.0055794785
4246.5445459595 1.0059179767
4246.5516281927 1.0057515666
4246.5587104376 1.0058235553
4246.5657926944 1.0062226480
4246.5728749630 1.0058525699
4246.5799572434 1.0064400113
4246.5870395356 1.0070479991
4246.5941218397 1.0064375272
4246.6012041555 1.0065618815
4246.6082864831 1.0078288305
4246.6153688226 1.0077078919
4246.6224511739 1.0063113256
4246.6295335370 1.0059596305
4246.6366159119 1.0062356824
4246.6436982986 1.0067015323
4246.6507806971 1.0065714977
4246.6578631074 1.0063044733
4246.6649455296 1.0064271943
4246.6720279635 1.0068904392
4246.6791104093 1.0070707170
4246.6861928669 1.0070015896
4246.6932753362 1.0071122391
4246.7003578175 1.0067611358
4246.7074403105 1.0065775896
4246.7145228153 1.0064490951
4246.7216053319 1.0061566477
4246.7286878604 1.0064459698
4246.7357704006 1.0071726180
4246.7428529527 1.0068835958
4246.7499355166 1.0065866375
4246.7570180923 1.0067062509
4246.7641006798 1.0072763739
4246.7711832791 1.0076519916
4246.7782658903 1.0076848172
4246.7853485132 1.0072129587
4246.7924311480 1.0067424404
4246.7995137945 1.0070521883
4246.8065964529 1.0068435596
4246.8136791231 1.0066086027
4246.8207618051 1.0071227511
4246.8278444989 1.0066608413
4246.8349272046 1.0061408324
4246.8420099220 1.0058707360
4246.8490926513 1.0062822099
4246.8561753923 1.0066287852
4246.8632581452 1.0061858640
4246.8703409099 1.0058542877
4246.8774236864 1.0060460170
4246.8845064747 1.0060614132
4246.8915892749 1.0057555518
4246.8986720868 1.0066802080
4246.9057549106 1.0068428000
4246.9128377461 1.0065057562
4246.9199205935 1.0067477827
4246.9270034527 1.0061979653
4246.9340863237 1.0068559787
4246.9411692065 1.0076288764
4246.9482521012 1.0073228157
4246.9553350076 1.0073025154
4246.9624179259 1.0076720512
4246.9695008559 1.0075109219
4246.9765837978 1.0073274543
4246.9836667515 1.0070089055
4246.9907497170 1.0070051891
4246.9978326943 1.0069941067
4247.0049156835 1.0069854995
4247.0119986844 1.0073421179
4247.0190816972 1.0076567522
4247.0261647217 1.0074923099
4247.0332477581 1.0077854166
4247.0403308063 1.0080650657
4247.0474138663 1.0083512133
4247.0544969381 1.0084292443
4247.0615800218 1.0085256733
4247.0686631172 1.0084975497
4247.0757462245 1.0083564857
4247.0828293436 1.0084430279
4247.0899124744 1.0085034731
4247.0969956171 1.0080700484
4247.1040787717 1.0076995520
4247.1111619380 1.0078670520
4247.1182451161 1.0081294520
4247.1253283061 1.0079446289
4247.1324115078 1.0081277992
4247.1394947214 1.0080543035
4247.1465779468 1.0078393510
4247.1536611840 1.0078402658
4247.1607444330 1.0078723239
4247.1678276939 1.0075775065
4247.1749109665 1.0075771309
4247.1819942510 1.0081406164
4247.1890775472 1.0082116484
4247.1961608553 1.0081119925
4247.2032441752 1.0081047443
4247.2103275069 1.0084089076
4247.2174108504 1.0085834250
4247.2244942058 1.0093599599
4247.2315775729 1.0095989194
4247.2386609519 1.0093340963
4247.2457443427 1.0086398671
4247.2528277453 1.0084179285
4247.2599111597 1.0078497611
4247.2669945859 1.0077224553
4247.2740780239 1.0083661605
4247.2811614737 1.0084216191
4247.2882449354 1.0082856769
4247.2953284089 1.0085745521
4247.3024118942 1.0089421907
4247.3094953913 1.0088277642
4247.3165789002 1.0090436960
4247.3236624209 1.0088686297
4247.3307459534 1.0086432791
4247.3378294978 1.0086145186
4247.3449130539 1.0089264572
4247.3519966219 1.0086144165
4247.3590802017 1.0085292228
4247.3661637933 1.0085201874
4247.3732473968 1.0083876467
4247.3803310120 1.0085487462
4247.3874146390 1.0085862497
4247.3944982779 1.0086208519
4247.4015819286 1.0083057539
4247.4086655911 1.0079082650
4247.4157492654 1.0084790008
4247.4228329515 1.0082752461
4247.4299166494 1.0076840736
4247.4370003592 1.0080033244
4247.4440840807 1.0088494921
4247.4511678141 1.0088878928
4247.4582515593 1.0083529888
4247.4653353163 1.0083976236
4247.4724190851 1.0086328947
4247.4795028657 1.0085412724
4247.4865866582 1.0082225025
4247.4936704624 1.0081913491
4247.5007542785 1.0082800159
4247.5078381064 1.0085924416
4247.5149219461 1.0088461472
4247.5220057976 1.0091605192
4247.5290896609 1.0090834744
4247.5361735361 1.0087402817
4247.5432574230 1.0088970466
4247.5503413218 1.0089789113
4247.5574252324 1.0090296347
4247.5645091548 1.0095016586
4247.5715930890 1.0098361580
4247.5786770350 1.0096433158
4247.5857609929 1.0097623790
4247.5928449625 1.0099177122
4247.5999289440 1.0097863263
4247.6070129373 1.0095622599
4247.6140969424 1.0099914362
4247.6211809593 1.0096349586
4247.6282649880 1.0091673828
4247.6353490286 1.0090942572
4247.6424330809 1.0093568653
4247.6495171451 1.0095929723
4247.6566012211 1.0097338124
4247.6636853089 1.0096251227
4247.6707694085 1.0095325994
4247.6778535200 1.0092384922
4247.6849376432 1.0092965060
4247.6920217783 1.0092361663
4247.6991059251 1.0093586914
4247.7061900838 1.0091360758
4247.7132742543 1.0093565749
4247.7203584366 1.0088302336
4247.7274426308 1.0086324821
4247.7345268367 1.0084634629
4247.7416110545 1.0083260851
4247.7486952841 1.0085744404
4247.7557795255 1.0081136618
4247.7628637787 1.0075582627
4247.7699480437 1.0079491339
4247.7770323205 1.0087333589
4247.7841166092 1.0093886953
4247.7912009097 1.0089353218
4247.7982852219 1.0083123835
4247.8053695460 1.0085116634
4247.8124538819 1.0090273422
4247.8195382297 1.0089302078
4247.8266225892 1.0088069892
4247.8337069606 1.0087372878
4247.8407913437 1.0087934516
4247.8478757387 1.0084649701
4247.8549601455 1.0079824084
4247.8620445642 1.0078807640
4247.8691289946 1.0075792217
4247.8762134368 1.0080668271
4247.8832978909 1.0084897796
4247.8903823568 1.0081422796
4247.8974668345 1.0083639001
4247.9045513240 1.0085678186
4247.9116358253 1.0082526054
4247.9187203384 1.0084423671
4247.9258048634 1.0087129164
4247.9328894002 1.0088221797
4247.9399739488 1.0088156159
4247.9470585092 1.0091403537
4247.9541430814 1.0092523845
4247.9612276654 1.0090454095
4247.9683122613 1.0094207718
4247.9753968689 1.0092304989
4247.9824814884 1.0086555997
4247.9895661197 1.0086905599
4247.9966507628 1.0087086373
4248.0037354177 1.0085842616
4248.0108200845 1.0083052604
4248.0179047630 1.0082787918
4248.0249894534 1.0079512482
4248.0320741556 1.0080607511
4248.0391588696 1.0084063568
4248.0462435954 1.0088336750
4248.0533283330 1.0090100462
4248.0604130825 1.0084847912
4248.0674978437 1.0080162750
4248.0745826168 1.0085237232
4248.0816674017 1.0087100308
4248.0887521984 1.0079366077
4248.0958370070 1.0077824983
4248.1029218273 1.0077169277
4248.1100066595 1.0079539775
4248.1170915034 1.0081854538
4248.1241763592 1.0085663288
4248.1312612268 1.0087282190
4248.1383461063 1.0086814887
4248.1454309975 1.0087447005
4248.1525159005 1.0085671211
4248.1596008154 1.0085418249
4248.1666857421 1.0083040450
4248.1737706806 1.0080506035
4248.1808556309 1.0081095223
4248.1879405931 1.0082299348
4248.1950255670 1.0079787270
4248.2021105528 1.0081847846
4248.2091955504 1.0080737496
4248.2162805598 1.0082448212
4248.2233655810 1.0082922271
4248.2304506140 1.0079311476
4248.2375356589 1.0080735422
4248.2446207155 1.0080067643
4248.2517057840 1.0075021173
4248.2587908643 1.0074131883
4248.2658759564 1.0072324011
4248.2729610603 1.0074979870
4248.2800461761 1.0073788501
4248.2871313036 1.0071449556
4248.2942164430 1.0070620854
4248.3013015942 1.0071111834
4248.3083867572 1.0070777496
4248.3154719320 1.0073110212
4248.3225571187 1.0071121927
4248.3296423172 1.0072776886
4248.3367275274 1.0074439246
4248.3438127495 1.0073891574
4248.3508979834 1.0071483660
4248.3579832292 1.0071993455
4248.3650684867 1.0071017125
4248.3721537560 1.0074098033
4248.3792390372 1.0072978643
4248.3863243302 1.0075086620
4248.3934096350 1.0080694266
4248.4004949516 1.0079202869
4248.4075802801 1.0074467194
4248.4146656203 1.0069957636
4248.4217509724 1.0069689001
4248.4288363363 1.0069419302
4248.4359217120 1.0079223356
4248.4430070995 1.0078612132
4248.4500924989 1.0073674625
4248.4571779100 1.0071244280
4248.4642633330 1.0065763146
4248.4713487678 1.0066395671
4248.4784342144 1.0068579669
4248.4855196728 1.0069488086
4248.4926051431 1.0063853976
4248.4996906251 1.0065236985
4248.5067761190 1.0066819705
4248.5138616247 1.0062694848
4248.5209471422 1.0062543253
4248.5280326716 1.0065339978
4248.5351182127 1.0063450247
4248.5422037657 1.0064194746
4248.5492893304 1.0065221292
4248.5563749070 1.0064744219
4248.5634604954 1.0061441499
4248.5705460957 1.0058796383
4248.5776317077 1.0058281038
4248.5847173316 1.0057603366
4248.5918029673 1.0060223638
4248.5988886148 1.0061236671
4248.6059742741 1.0056429067
4248.6130599452 1.0060739073
4248.6201456282 1.0065268729
4248.6272313229 1.0062119286
4248.6343170295 1.0058244508
4248.6414027479 1.0063292548
4248.6484884781 1.0061542672
4248.6555742202 1.0059078716
4248.6626599740 1.0058124889
4248.6697457397 1.0059312984
4248.6768315172 1.0060350572
4248.6839173065 1.0058514967
4248.6910031076 1.0061070331
4248.6980889205 1.0063794603
4248.7051747453 1.0066112136
4248.7122605819 1.0063833315
4248.7193464303 1.0054623375
4248.7264322905 1.0051660259
4248.7335181625 1.0052022226
4248.7406040463 1.0052175536
4248.7476899420 1.0060608391
4248.7547758495 1.0057631650
4248.7618617688 1.0052420319
4248.7689476999 1.0047521272
4248.7760336428 1.0045876036
4248.7831195976 1.0046120989
4248.7902055642 1.0043657393
4248.7972915425 1.0045301813
4248.8043775327 1.0046525105
4248.8114635348 1.0044365081
4248.8185495486 1.0045108031
4248.8256355743 1.0053663647
4248.8327216117 1.0063376269
4248.8398076610 1.0061338927
4248.8468937221 1.0051055293
4248.8539797951 1.0043529518
4248.8610658798 1.0043630029
4248.8681519764 1.0042637703
4248.8752380848 1.0044590502
4248.8823242050 1.0046887586
4248.8894103370 1.0051992779
4248.8964964808 1.0051921147
4248.9035826365 1.0050119669
4248.9106688040 1.0049965164
4248.9177549832 1.0047165242
4248.9248411744 1.0042416956
4248.9319273773 1.0037576338
4248.9390135920 1.0039417074
4248.9460998186 1.0041232629
4248.9531860570 1.0038870898
4248.9602723072 1.0038221564
4248.9673585692 1.0036676349
4248.9744448430 1.0036026688
4248.9815311287 1.0037824484
4248.9886174261 1.0034844282
4248.9957037354 1.0036280316
4249.0027900565 1.0035710447
4249.0098763895 1.0036522635
4249.0169627342 1.0031635808
4249.0240490908 1.0031887603
4249.0311354592 1.0036712920
4249.0382218394 1.0031235318
4249.0453082314 1.0029045248
4249.0523946352 1.0028329764
4249.0594810509 1.0030503312
4249.0665674783 1.0034723479
4249.0736539176 1.0046094389
4249.0807403688 1.0036280349
4249.0878268317 1.0023921388
4249.0949133064 1.0024622976
4249.1019997930 1.0028932931
4249.1090862914 1.0034620727
4249.1161728016 1.0033129145
4249.1232593236 1.0032612445
4249.1303458575 1.0035168559
4249.1374324031 1.0030807932
4249.1445189606 1.0031239103
4249.1516055299 1.0032925762
4249.1586921110 1.0034989690
4249.1657787039 1.0035719336
4249.1728653087 1.0037216151
4249.1799519253 1.0035945678
4249.1870385537 1.0030139362
4249.1941251939 1.0029514509
4249.2012118459 1.0033095390
4249.2082985097 1.0033443604
4249.2153851854 1.0027331199
4249.2224718729 1.0030286464
4249.2295585722 1.0034697347
4249.2366452833 1.0028067680
4249.2437320063 1.0026349187
4249.2508187410 1.0028009968
4249.2579054876 1.0029229582
4249.2649922460 1.0028113543
4249.2720790162 1.0025696194
4249.2791657983 1.0026747213
4249.2862525921 1.0023117446
4249.2933393978 1.0028880031
4249.3004262153 1.0042079901
4249.3075130446 1.0035417933
4249.3145998857 1.0029770650
4249.3216867387 1.0030300220
4249.3287736035 1.0025872090
4249.3358604800 1.0029099173
4249.3429473685 1.0034458859
4249.3500342687 1.0034496533
4249.3571211807 1.0030400576
4249.3642081046 1.0033679146
4249.3712950403 1.0032775054
4249.3783819878 1.0034136854
4249.3854689471 1.0031486262
4249.3925559183 0.9958743690
4249.3996429012 0.9910501066
4249.4067298960 1.0016962505
4249.4138169026 1.0012482748
4249.4209039210 1.0025546798
4249.4279909513 1.0027271765
4249.4350779933 1.0020602491
4249.4421650472 1.0022161436
4249.4492521129 1.0020033601
4249.4563391904 1.0021639943
4249.4634262798 1.0019815151
4249.4705133809 1.0016001683
4249.4776004939 1.0014223360
4249.4846876187 1.0014412380
4249.4917747553 1.0013392910
4249.4988619038 1.0016307281
4249.5059490640 1.0025798376
4249.5130362361 1.0026327439
4249.5201234200 1.0024129017
4249.5272106157 1.0022737452
4249.5342978233 1.0013701640
4249.5413850426 1.0011101914
4249.5484722738 1.0016425777
4249.5555595168 1.0021776079
4249.5626467716 1.0016154905
4249.5697340382 1.0012590740
4249.5768213167 1.0013101691
4249.5839086070 1.0014402607
4249.5909959091 1.0015968197
4249.5980832230 1.0017026071
4249.6051705487 1.0018715550
4249.6122578863 1.0018498800
4249.6193452357 1.0013850282
4249.6264325969 1.0014254226
4249.6335199699 1.0017299036
4249.6406073547 1.0018150017
4249.6476947514 1.0016891242
4249.6547821598 1.0014958957
4249.6618695801 1.0014937216
4249.6689570122 1.0013803068
4249.6760444562 1.0011578097
4249.6831319119 1.0010536344
4249.6902193795 1.0008235969
4249.6973068589 1.0003572636
4249.7043943501 1.0001801755
4249.7114818532 1.0001739678
4249.7185693680 1.0002449880
4249.7256568947 1.0003924906
4249.7327444332 0.9998635714
4249.7398319835 0.9993335805
4249.7469195457 0.9999667909
4249.7540071196 1.0000887463
4249.7610947054 1.0003941802
4249.7681823030 1.0004423667
4249.7752699124 1.0006343476
4249.7823575337 1.0006803049
4249.7894451667 1.0006973411
4249.7965328116 1.0006749021
4249.8036204683 1.0003838521
4249.8107081368 1.0002468744
4249.8177958172 1.0003196311
4249.8248835093 1.0007048831
4249.8319712133 1.0008853767
4249.8390589291 1.0010699802
4249.8461466568 1.0008384352
4249.8532343962 1.0009144414
4249.8603221475 1.0009737086
4249.8674099106 1.0009720976
4249.8744976855 1.0003682968
4249.8815854722 1.0004785741
4249.8886732707 1.0004553419
4249.8957610811 1.0004330931
4249.9028489033 0.9999835758
4249.9099367373 0.9998481745
4249.9170245832 0.9998616668
4249.9241124408 0.9991257451
4249.9312003103 0.9988033889
4249.9382881916 0.9985130323
4249.9453760847 0.9988989038
4249.9524639896 0.9989162548
4249.9595519064 0.9994025875
4249.9666398350 1.0000588619
4249.9737277754 1.0002542084
4249.9808157276 0.9991686294
4249.9879036916 0.9995021680
4249.9949916675 1.0003806192
4250.0020796552 1.0000768212
4250.0091676547 1.0001436888
4250.0162556660 1.0002883349
4250.0233436892 1.0003009156
4250.0304317241 0.9999375844
4250.0375197709 0.9998912945
4250.0446078295 0.9999244460
4250.0516959000 1.0004142463
4250.0587839822 1.0001390454
4250.0658720763 1.0002673172
4250.0729601822 1.0003394010
4250.0800482999 1.0001270235
4250.0871364295 1.0000397751
4250.0942245708 1.0002018919
4250.1013127240 1.0004182787
4250.1084008890 0.9998978991
4250.1154890658 0.9997050381
4250.1225772545 0.9996273739
4250.1296654549 0.9997238504
4250.1367536672 1.0000353165
4250.1438418913 0.9998900292
4250.1509301273 0.9996270022
4250.1580183750 0.9997736626
4250.1651066346 0.9998807691
4250.1721949060 1.0000738100
4250.1792831892 1.0000468511
4250.1863714843 0.9995393933
4250.1934597911 0.9993346180
4250.2005481098 1.0002197143
4250.2076364403 1.0002723226
4250.2147247826 0.9998961893
4250.2218131368 1.0001955372
4250.2289015027 1.0004249624
4250.2359898805 1.0004112932
4250.2430782702 1.0003362499
4250.2501666716 1.0003279199
4250.2572550848 1.0005739429
4250.2643435099 1.0006309051
4250.2714319468 1.0006397582
4250.2785203955 1.0000939873
4250.2856088561 0.9998845198
4250.2926973285 1.0001996205
4250.2997858126 1.0001372455
4250.3068743086 1.0001117947
4250.3139628165 1.0003112306
4250.3210513361 0.9999077866
4250.3281398676 0.9994180492
4250.3352284109 0.9998723565
4250.3423169660 1.0001459126
4250.3494055330 1.0001317809
4250.3564941117 1.0002159502
4250.3635827023 0.9995940557
4250.3706713047 0.9996351273
4250.3777599190 1.0005007591
4250.3848485450 1.0003188256
4250.3919371829 1.0003527468
4250.3990258326 1.0001106298
4250.4061144941 0.9996786891
4250.4132031674 0.9995983570
4250.4202918526 0.9998500825
4250.4273805496 1.0001622991
4250.4344692584 0.9993057390
4250.4415579790 0.9995972842
4250.4486467115 1.0000508136
4250.4557354557 1.0001134254
4250.4628242118 0.9998480222
4250.4699129798 0.9996238896
4250.4770017595 0.9998462817
4250.4840905511 0.9998414682
4250.4911793545 0.9995129476
4250.4982681697 0.9993742232
4250.5053569967 0.9993760823
4250.5124458356 0.9989123892
4250.5195346862 0.9988956931
4250.5266235487 0.9991493981
4250.5337124230 0.9992114283
4250.5408013092 0.9989614707
4250.5478902072 0.9991967047
4250.5549791169 0.9991750688
4250.5620680386 0.9986756127
4250.5691569720 0.9989735796
4250.5762459172 0.9989906979
4250.5833348743 0.9991641497
4250.5904238432 0.9994889918
4250.5975128240 0.9989338952
4250.6046018165 0.9987048554
4250.6116908209 0.9986344845
4250.6187798371 0.9991466209
4250.6258688651 0.9990186691
4250.6329579049 0.9988091838
4250.6400469566 0.9985579130
4250.6471360201 0.9982862357
4250.6542250954 0.9990072905
4250.6613141825 0.9988938906
4250.6684032815 0.9984827696
4250.6754923922 0.9984215544
4250.6825815148 0.9985477156
4250.6896706493 0.9985744955
4250.6967597955 0.9982442114
4250.7038489536 0.9984026965
4250.7109381235 0.9977068019
4250.7180273052 0.9979521058
4250.7251164987 0.9982460384
4250.7322057041 0.9983191018
4250.7392949213 0.9977937224
4250.7463841503 0.9976176823
4250.7534733911 0.9978494260
4250.7605626438 0.9980983393
4250.7676519082 0.9982755908
4250.7747411845 0.9986072082
4250.7818304727 0.9985068660
4250.7889197726 0.9982313176
4250.7960090844 0.9985160483
4250.8030984080 0.9989164740
4250.8101877434 0.9991609642
4250.8172770906 0.9989519290
4250.8243664497 0.9993416917
4250.8314558206 0.9996183455
4250.8385452033 0.9996456388
4250.8456345978 0.9992917424
4250.8527240042 0.9986564205
4250.8598134223 0.9989038274
4250.8669028523 0.9992227957
4250.8739922942 0.9990014727
4250.8810817478 0.9994066931
4250.8881712133 0.9993660465
4250.8952606906 0.9992658486
4250.9023501797 0.9988172470
4250.9094396807 0.9985603638
4250.9165291934 0.9984897810
4250.9236187180 0.9980367633
4250.9307082544 0.9983090311
4250.9377978027 0.9985220233
4250.9448873627 0.9988642046
4250.9519769346 0.9986895997
4250.9590665183 0.9986487203
4250.9661561139 0.9981090145
4250.9732457212 0.9977958649
4250.9803353404 0.9978417146
4250.9874249714 0.9983777988
4250.9945146142 0.9983889244
4251.0016042689 0.9986789765
4251.0086939354 0.9987935134
4251.0157836137 0.9984522119
4251.0228733038 0.9983499346
4251.0299630058 0.9985778707
4251.0370527195 0.9986776905
4251.0441424451 0.9983385675
4251.0512321825 0.9981884914
4251.0583219318 0.9984157219
