# wavelength flux
4015.0994516246 1.0007924776
4015.1061478620 1.0004490489
4015.1128441106 1.0006609061
4015.1195403703 1.0006988601
4015.1262366412 1.0005448965
4015.1329329233 0.9996206198
4015.1396292166 0.9994410337
4015.1463255210 1.0004824733
4015.1530218366 1.0008363751
4015.1597181633 1.0008833731
4015.1664145012 1.0009680265
4015.1731108503 1.0008701013
4015.1798072106 1.0007425236
4015.1865035820 1.0005669991
4015.1931999646 1.0001435264
4015.1998963584 0.9997094224
4015.2065927633 0.9995702110
4015.2132891794 0.9999553701
4015.2199856067 1.0006922657
4015.2266820451 1.0013063794
4015.2333784947 1.0012353080
4015.2400749555 1.0006045936
4015.2467714274 1.0007625038
4015.2534679105 1.0004935972
4015.2601644048 1.0001644651
4015.2668609102 1.0001860743
4015.2735574269 1.0004545783
4015.2802539546 1.0005275700
4015.2869504936 1.0012377531
4015.2936470437 1.0018542560
4015.3003436050 1.0015774421
4015.3070401774 1.0013348932
4015.3137367611 1.0009830000
4015.3204333559 1.0004983983
4015.3271299618 1.0002916049
4015.3338265789 0.9998061004
4015.3405232072 0.9998580662
4015.3472198467 1.0001300301
4015.3539164973 1.0005135016
4015.3606131591 1.0008876080
4015.3673098321 1.0014596941
4015.3740065162 1.0012178589
4015.3807032115 1.0004134685
4015.3873999180 0.9996966308
4015.3940966357 0.9995154712
4015.4007933645 1.0004544167
4015.4074901044 1.0012861433
4015.4141868556 1.0008849884
4015.4208836179 1.0010573943
4015.4275803914 1.0011271387
4015.4342771760 1.0015878774
4015.4409739719 1.0013787413
4015.4476707789 1.0007992485
4015.4543675970 1.0002205139
4015.4610644264 1.0003585744
4015.4677612668 1.0004736328
4015.4744581185 1.0009548018
4015.4811549813 1.0011871089
4015.4878518554 1.0015969816
4015.4945487405 1.0021763379
4015.5012456369 1.0021340301
4015.5079425444 1.0018477236
4015.5146394631 1.0019489930
4015.5213363929 1.0015151721
4015.5280333339 1.0008018995
4015.5347302861 1.0004850094
4015.5414272495 1.0002679189
4015.5481242240 1.0003475655
4015.5548212097 1.0008422872
4015.5615182065 1.0008490664
4015.5682152146 1.0007420415
4015.5749122338 1.0009905233
4015.5816092641 1.0005623655
4015.5883063057 1.0004941208
4015.5950033584 1.0006747121
4015.6017004223 0.9999974785
4015.6083974973 1.0002699322
4015.6150945835 1.0007646647
4015.6217916809 1.0006036100
4015.6284887895 1.0009838996
4015.6351859092 1.0011496799
4015.6418830401 1.0014072968
4015.6485801821 1.0011740980
4015.6552773354 1.0006488680
4015.6619744998 1.0000044741
4015.6686716753 0.9998173759
4015.6753688621 0.9998900333
4015.6820660600 0.9997971919
4015.6887632690 0.9994544143
4015.6954604893 1.0008198313
4015.7021577207 1.0014449610
4015.7088549633 1.0011116397
4015.7155522170 1.0010672980
4015.7222494820 1.0012134157
4015.7289467581 1.0003839246
4015.7356440453 1.0003022893
4015.7423413438 1.0001040439
4015.7490386534 1.0002937176
4015.7557359741 1.0006759057
4015.7624333061 1.0013527864
4015.7691306492 1.0005322679
4015.7758280035 1.0002079941
4015.7825253689 1.0000643548
4015.7892227455 0.9995590778
4015.7959201333 0.9995529859
4015.8026175323 1.0001076886
4015.8093149424 1.0000289284
4015.8160123637 1.0002682218
4015.8227097962 1.0007296992
4015.8294072398 1.0006453294
4015.8361046946 1.0003350432
4015.8428021606 1.0006967926
4015.8494996377 1.0007265717
4015.8561971260 0.9995950839
4015.8628946255 0.9993047893
4015.8695921362 0.9998092191
4015.8762896580 1.0003671603
4015.8829871910 1.0011761762
4015.8896847352 1.0017973567
4015.8963822905 1.0011045767
4015.9030798570 1.0007236680
4015.9097774347 1.0007084991
4015.9164750235 1.0002790130
4015.9231726235 0.9998968646
4015.9298702347 0.9998325060
4015.9365678571 1.0005524282
4015.9432654906 1.0003022829
4015.9499631353 1.0001489249
4015.9566607912 1.0010142883
4015.9633584582 1.0016920451
4015.9700561364 1.0014970452
4015.9767538258 1.0013527638
4015.9834515263 1.0010190195
4015.9901492380 1.0004423434
4015.9968469609 1.0002032217
4016.0035446950 1.0013316563
4016.0102424402 1.0014787104
4016.0169401966 1.0011703282
4016.0236379642 1.0006677862
4016.0303357429 1.0008444305
4016.0370335328 1.0009294406
4016.0437313339 1.0003999023
4016.0504291461 1.0002200826
4016.0571269696 1.0003230178
4016.0638248041 1.0010840265
4016.0705226499 1.0004274786
4016.0772205068 1.0013632453
4016.0839183749 1.0017872840
4016.0906162542 1.0009537919
4016.0973141446 1.0007768702
4016.1040120463 1.0008709215
4016.1107099590 1.0000002736
4016.1174078830 0.9993518614
4016.1241058181 1.0005623900
4016.1308037644 1.0007653226
4016.1375017219 1.0006577157
4016.1441996905 1.0011113593
4016.1508976703 1.0012906832
4016.1575956613 1.0012114381
4016.1642936634 1.0009834775
4016.1709916768 1.0001502497
4016.1776897012 0.9997867167
4016.1843877369 1.0003579307
4016.1910857837 1.0015240428
4016.1977838417 1.0013227024
4016.2044819109 1.0017460378
4016.2111799912 1.0022786886
4016.2178780828 1.0020570206
4016.2245761854 1.0016886738
4016.2312742993 1.0014563781
4016.2379724243 1.0008308727
4016.2446705605 1.0003056092
4016.2513687079 1.0005649996
4016.2580668664 1.0011379569
4016.2647650361 1.0005233915
4016.2714632170 1.0008700368
4016.2781614091 1.0016856300
4016.2848596123 1.0015645030
4016.2915578267 1.0012336703
4016.2982560522 1.0009653354
4016.3049542890 1.0005751058
4016.3116525369 1.0004046855
4016.3183507960 1.0007729033
4016.3250490662 1.0008801869
4016.3317473476 1.0009612375
4016.3384456402 1.0008425102
4016.3451439440 1.0008034398
4016.3518422589 1.0013080060
4016.3585405850 1.0016623278
4016.3652389223 1.0012182368
4016.3719372707 1.0000992653
4016.3786356304 0.9999991173
4016.3853340012 1.0003243458
4016.3920323831 1.0003959676
4016.3987307763 1.0010475731
4016.4054291806 1.0012829507
4016.4121275960 1.0011746950
4016.4188260227 1.0013882786
4016.4255244605 1.0014294403
4016.4322229095 1.0005448433
4016.4389213696 1.0005822264
4016.4456198410 1.0009270605
4016.4523183235 1.0013921337
4016.4590168171 1.0014862125
4016.4657153220 1.0008918118
4016.4724138380 1.0010742867
4016.4791123652 1.0007453127
4016.4858109036 1.0009807187
4016.4925094531 1.0012904807
4016.4992080138 1.0008179318
4016.5059065857 1.0005432835
4016.5126051687 1.0001684707
4016.5193037629 1.0004922980
4016.5260023683 1.0019802209
4016.5327009849 1.0013722519
4016.5393996126 1.0010832165
4016.5460982515 1.0012113976
4016.5527969016 1.0011552638
4016.5594955629 1.0011132176
4016.5661942353 1.0011562400
4016.5728929189 1.0008425653
4016.5795916136 1.0005887203
4016.5862903196 1.0003758252
4016.5929890367 1.0005573822
4016.5996877650 1.0010222612
4016.6063865044 1.0005368436
4016.6130852550 1.0003434413
4016.6197840168 1.0006003476
4016.6264827898 0.9999350005
4016.6331815739 1.0004476943
4016.6398803693 1.0002998757
4016.6465791757 0.9996639508
4016.6532779934 0.9999939899
4016.6599768222 1.0000189030
4016.6666756622 1.0003967779
4016.6733745134 1.0007432789
4016.6800733757 1.0008132623
4016.6867722493 0.9999879692
4016.6934711339 0.9991394901
4016.7001700298 0.9992156052
4016.7068689368 1.0001059373
4016.7135678550 1.0004259430
4016.7202667844 1.0007746023
4016.7269657250 1.0009321110
4016.7336646767 1.0008239342
4016.7403636396 1.0014087823
4016.7470626137 1.0007315279
4016.7537615989 0.9998173965
4016.7604605953 0.9993220965
4016.7671596029 0.9996990241
4016.7738586216 1.0002732855
4016.7805576516 1.0007068831
4016.7872566927 1.0006707461
4016.7939557449 1.0006261270
4016.8006548084 1.0002241337
4016.8073538830 0.9994929254
4016.8140529688 0.9998647255
4016.8207520658 1.0000990019
4016.8274511739 0.9994187413
4016.8341502932 0.9994280145
4016.8408494237 0.9997140003
4016.8475485653 1.0001835628
4016.8542477182 1.0001658515
4016.8609468822 0.9999973576
4016.8676460573 1.0001615355
4016.8743452437 0.9996204799
4016.8810444412 0.9993022657
4016.8877436499 0.9997718253
4016.8944428697 1.0002849694
4016.9011421008 1.0007319320
4016.9078413430 1.0006222176
4016.9145405964 1.0009613595
4016.9212398609 1.0008881246
4016.9279391366 1.0003223409
4016.9346384235 1.0000820252
4016.9413377216 1.0004230714
4016.9480370309 1.0005311256
4016.9547363513 1.0006969945
4016.9614356829 1.0002161564
4016.9681350256 1.0001092846
4016.9748343796 1.0005035504
4016.9815337447 1.0006780085
4016.9882331209 0.9999714771
4016.9949325084 0.9991637835
4017.0016319070 0.9999550104
4017.0083313168 1.0004049223
4017.0150307378 0.9997543935
4017.0217301699 1.0000869650
4017.0284296133 1.0006051598
4017.0351290678 1.0006095016
4017.0418285334 1.0006433193
4017.0485280103 1.0005142371
4017.0552274983 0.9999964771
4017.0619269975 0.9995850247
4017.0686265078 0.9995537675
4017.0753260293 0.9996645438
4017.0820255621 0.9996530636
4017.0887251059 0.9999392206
4017.0954246610 0.9997119770
4017.1021242272 0.9999757899
4017.1088238046 0.9997418466
4017.1155233932 0.9994458142
4017.1222229929 0.9991639813
4017.1289226038 0.9990332922
4017.1356222259 0.9998380270
4017.1423218592 1.0001651293
4017.1490215036 1.0002557071
4017.1557211592 0.9999315076
4017.1624208260 1.0001437114
4017.1691205040 1.0008035421
4017.1758201931 0.9997816326
4017.1825198934 0.9996410665
4017.1892196049 0.9992899369
4017.1959193275 0.9990467731
4017.2026190614 0.9998652618
4017.2093188064 0.9996094469
4017.2160185625 0.9995523099
4017.2227183299 1.0001357540
4017.2294181084 1.0002596575
4017.2361178981 0.9997503850
4017.2428176990 0.9990101331
4017.2495175110 0.9991428514
4017.2562173342 0.9991696067
4017.2629171686 0.9999946110
4017.2696170142 1.0000202685
4017.2763168709 1.0001465435
4017.2830167388 1.0001212324
4017.2897166179 0.9995558030
4017.2964165082 0.9990396106
4017.3031164096 0.9995515334
4017.3098163222 0.9989542590
4017.3165162460 0.9990132911
4017.3232161809 0.9995411932
4017.3299161271 0.9995932097
4017.3366160844 0.9993408320
4017.3433160528 0.9996784419
4017.3500160325 1.0004376322
4017.3567160233 0.9999867112
4017.3634160253 0.9991843424
4017.3701160385 0.9990235900
4017.3768160628 0.9998728156
4017.3835160983 1.0004693887
4017.3902161450 1.0001841306
4017.3969162029 1.0001321422
4017.4036162719 1.0007348425
4017.4103163522 1.0007542809
4017.4170164435 1.0003648041
4017.4237165461 0.9988094786
4017.4304166598 0.9992836434
4017.4371167848 1.0000025570
4017.4438169208 1.0001390320
4017.4505170681 1.0002553640
4017.4572172265 1.0003242353
4017.4639173961 0.9999800269
4017.4706175769 1.0001171244
4017.4773177689 1.0001555644
4017.4840179720 0.9998711690
4017.4907181863 0.9996267853
4017.4974184118 0.9995061797
4017.5041186485 1.0000687987
4017.5108188963 0.9999828248
4017.5175191553 1.0001370473
4017.5242194255 1.0005880602
4017.5309197068 1.0003275731
4017.5376199993 0.9995086429
4017.5443203030 0.9998035738
4017.5510206179 0.9995586312
4017.5577209440 0.9990339223
4017.5644212812 0.9993632726
4017.5711216296 0.9999020942
4017.5778219892 1.0004938325
4017.5845223599 1.0005497623
4017.5912227418 0.9997143208
4017.5979231349 0.9995750438
4017.6046235392 0.9993305165
4017.6113239547 0.9990171968
4017.6180243813 0.9993924419
4017.6247248191 0.9997090663
4017.6314252681 1.0002738584
4017.6381257282 1.0000353340
4017.6448261995 1.0000203624
4017.6515266820 1.0006143388
4017.6582271757 1.0001992652
4017.6649276805 0.9996209718
4017.6716281966 0.9997678663
4017.6783287238 1.0001280444
4017.6850292621 1.0001236128
4017.6917298117 1.0005885094
4017.6984303724 1.0009244145
4017.7051309443 1.0008330568
4017.7118315274 1.0006208673
4017.7185321216 0.9997433738
4017.7252327270 0.9992947238
4017.7319333436 0.9988632139
4017.7386339714 0.9989125362
4017.7453346103 0.9996465160
4017.7520352605 0.9997912396
4017.7587359217 0.9994587263
4017.7654365942 0.9994667384
4017.7721372779 0.9997499475
4017.7788379727 0.9991380758
4017.7855386787 0.9990149498
4017.7922393959 0.9995165824
4017.7989401242 0.9995075062
4017.8056408637 0.9994510461
4017.8123416144 0.9995991636
4017.8190423763 0.9992420126
4017.8257431493 0.9997279354
4017.8324439336 0.9997603206
4017.8391447290 0.9994358543
4017.8458455355 0.9992879253
4017.8525463533 0.9990729010
4017.8592471822 0.9990963769
4017.8659480223 1.0001673211
4017.8726488736 1.0003580728
4017.8793497360 1.0002226499
4017.8860506097 0.9999894723
4017.8927514945 0.9995893403
4017.8994523904 0.9989902901
4017.9061532976 0.9980899449
4017.9128542159 0.9986443907
4017.9195551454 0.9991588951
4017.9262560861 1.0000919091
4017.9329570380 0.9998149116
4017.9396580010 0.9993856939
4017.9463589752 0.9996759092
4017.9530599606 0.9999745043
4017.9597609571 0.9998944524
4017.9664619649 0.9992923171
4017.9731629838 0.9990856275
4017.9798640139 0.9995784750
4017.9865650551 1.0002945411
4017.9932661076 0.9999088797
4017.9999671712 0.9994766121
4018.0066682460 0.9995386233
4018.0133693319 0.9996282093
4018.0200704291 0.9991710804
4018.0267715374 0.9991779016
4018.0334726569 0.9992618167
4018.0401737875 0.9988798139
4018.0468749294 0.9996541702
4018.0535760824 1.0000804846
4018.0602772466 0.9999849439
4018.0669784220 0.9995668110
4018.0736796085 0.9986631368
4018.0803808062 0.9980851259
4018.0870820151 0.9994248786
4018.0937832352 1.0003273819
4018.1004844664 0.9995284232
4018.1071857089 0.9991269468
4018.1138869625 0.9994778155
4018.1205882273 0.9996787758
4018.1272895032 0.9995707967
4018.1339907903 0.9999145298
4018.1406920886 1.0001360958
4018.1473933981 0.9997892129
4018.1540947188 0.9995973827
4018.1607960506 0.9994913921
4018.1674973936 0.9996999923
4018.1741987478 0.9995613663
4018.1809001132 0.9987710646
4018.1876014897 0.9980946727
4018.1943028775 0.9986514071
4018.2010042763 0.9989323480
4018.2077056864 0.9991530581
4018.2144071077 0.9990122651
4018.2211085401 0.9992558089
4018.2278099837 0.9998170324
4018.2345114385 0.9995407642
4018.2412129044 0.9993031000
4018.2479143815 0.9996147218
4018.2546158698 0.9995949572
4018.2613173693 0.9995775628
4018.2680188800 0.9995609904
4018.2747204018 0.9992180991
4018.2814219348 0.9993024592
4018.2881234790 1.0002124790
4018.2948250344 1.0005623097
4018.3015266009 0.9999413595
4018.3082281786 0.9990254897
4018.3149297675 0.9994740049
4018.3216313676 0.9998286161
4018.3283329788 1.0002761317
4018.3350346013 1.0000482052
4018.3417362349 1.0000414833
4018.3484378797 1.0000918040
4018.3551395356 0.9998815294
4018.3618412027 1.0001192779
4018.3685428810 0.9996844432
4018.3752445705 0.9993535555
4018.3819462712 0.9993804522
4018.3886479830 0.9997836720
4018.3953497060 0.9999516742
4018.4020514402 0.9996563220
4018.4087531856 1.0002130665
4018.4154549421 1.0000563116
4018.4221567099 1.0000612045
4018.4288584888 0.9997290754
4018.4355602789 0.9993101602
4018.4422620801 0.9993307179
4018.4489638925 0.9997021817
4018.4556657161 1.0003833142
4018.4623675509 0.9999468304
4018.4690693969 0.9996221605
4018.4757712540 0.9994310039
4018.4824731223 0.9992398893
4018.4891750018 0.9989495218
4018.4958768925 0.9994939106
4018.5025787944 0.9998773144
4018.5092807074 1.0005241778
4018.5159826316 1.0002910242
4018.5226845670 0.9998361451
4018.5293865135 1.0002555730
4018.5360884713 0.9998802906
4018.5427904402 0.9996721500
4018.5494924203 0.9995519674
4018.5561944115 0.9996284028
4018.5628964140 0.9994229209
4018.5695984276 0.9995616031
4018.5763004524 1.0003195736
4018.5830024884 0.9998829670
4018.5897045355 1.0000886815
4018.5964065938 1.0000259726
4018.6031086633 0.9999515447
4018.6098107440 0.9996191758
4018.6165128359 0.9997689457
4018.6232149389 0.9998412770
4018.6299170532 0.9997693372
4018.6366191785 0.9998281748
4018.6433213151 0.9996321902
4018.6500234629 0.9990761766
4018.6567256218 0.9996484343
4018.6634277919 0.9994257515
4018.6701299732 1.0002154125
4018.6768321656 1.0002748113
4018.6835343693 0.9992412587
4018.6902365841 0.9980656866
4018.6969388101 0.9992504311
4018.7036410473 0.9998206465
4018.7103432956 0.9998209247
4018.7170455551 0.9998278786
4018.7237478258 1.0001009090
4018.7304501077 1.0006235657
4018.7371524008 1.0002598449
4018.7438547050 0.9994467217
4018.7505570204 0.9993933143
4018.7572593470 0.9987190529
4018.7639616848 0.9983653606
4018.7706640338 0.9981230715
4018.7773663939 0.9982228229
4018.7840687652 0.9986317509
4018.7907711477 0.9987529524
4018.7974735413 0.9985923588
4018.8041759462 0.9994879634
4018.8108783622 0.9994779084
4018.8175807894 0.9985781358
4018.8242832278 0.9985174469
4018.8309856773 0.9989246154
4018.8376881380 0.9988853347
4018.8443906100 0.9995781868
4018.8510930930 0.9997574481
4018.8577955873 0.9997652645
4018.8644980927 0.9998475099
4018.8712006094 0.9996322168
4018.8779031372 0.9989450596
4018.8846056761 0.9988138172
4018.8913082263 0.9992613708
4018.8980107876 1.0003556219
4018.9047133601 0.9999325965
4018.9114159438 0.9989201768
4018.9181185387 0.9996721886
4018.9248211448 1.0000331620
4018.9315237620 0.9996920684
4018.9382263904 0.9996843735
4018.9449290300 0.9997860204
4018.9516316807 0.9997365917
4018.9583343427 1.0000863197
4018.9650370158 1.0003038223
4018.9717397001 1.0005477416
4018.9784423956 1.0001845816
4018.9851451022 0.9993514115
4018.9918478200 0.9996858201
4018.9985505490 0.9995135194
4019.0052532892 0.9997528290
4019.0119560406 1.0003834676
4019.0186588031 1.0008145054
4019.0253615769 1.0008844846
4019.0320643618 1.0003430938
4019.0387671579 1.0002390362
4019.0454699651 0.9998664675
4019.0521727836 0.9998172619
4019.0588756132 1.0004779514
4019.0655784540 1.0007217306
4019.0722813059 1.0006534294
4019.0789841691 1.0006572301
4019.0856870434 1.0001150933
4019.0923899289 0.9996858626
4019.0990928256 0.9992072773
4019.1057957335 0.9996402311
4019.1124986526 0.9995298682
4019.1192015828 0.9992109455
4019.1259045242 1.0002731009
4019.1326074768 1.0001808300
4019.1393104405 1.0001632736
4019.1460134155 0.9991273381
4019.1527164016 0.9993535073
4019.1594193989 1.0000813559
4019.1661224074 1.0001152057
4019.1728254270 1.0001145172
4019.1795284579 1.0003429772
4019.1862314999 1.0005491865
4019.1929345531 1.0002839981
4019.1996376175 1.0006545897
4019.2063406930 0.9995572056
4019.2130437798 0.9989969785
4019.2197468777 0.9996252291
4019.2264499868 1.0000704257
4019.2331531070 0.9998425557
4019.2398562385 1.0000382107
4019.2465593811 0.9998019850
4019.2532625349 0.9992966042
4019.2599656999 0.9980677430
4019.2666688761 0.9977361895
4019.2733720634 0.9978746111
4019.2800752619 0.9984619167
4019.2867784717 0.9992418565
4019.2934816925 0.9987815371
4019.3001849246 0.9988239132
4019.3068881678 0.9993497980
4019.3135914223 0.9985014674
4019.3202946879 0.9983077959
4019.3269979647 0.9988478932
4019.3337012526 0.9992366727
4019.3404045518 0.9990967804
4019.3471078621 0.9990853252
4019.3538111836 0.9987546942
4019.3605145163 0.9989035712
4019.3672178601 0.9993684950
4019.3739212152 0.9982629792
4019.3806245814 0.9989558522
4019.3873279588 0.9997381539
4019.3940313473 1.0004230377
4019.4007347471 0.9997988174
4019.4074381580 0.9991802631
4019.4141415802 0.9987066313
4019.4208450135 0.9983253744
4019.4275484579 0.9981309752
4019.4342519136 0.9982011553
4019.4409553804 0.9982797077
4019.4476588584 0.9984220055
4019.4543623476 0.9985041617
4019.4610658480 0.9985244643
4019.4677693596 0.9983407646
4019.4744728823 0.9983512809
4019.4811764162 0.9977147070
4019.4878799613 0.9973382557
4019.4945835176 0.9978506519
4019.5012870850 0.9985783284
4019.5079906637 0.9985012344
4019.5146942535 0.9980638991
4019.5213978545 0.9983921359
4019.5281014667 0.9980581031
4019.5348050900 0.9977335645
4019.5415087245 0.9969638157
4019.5482123703 0.9967308882
4019.5549160271 0.9976229069
4019.5616196952 0.9981201976
4019.5683233745 0.9973196223
4019.5750270649 0.9982958233
4019.5817307665 0.9981983095
4019.5884344793 0.9974338029
4019.5951382033 0.9972352657
4019.6018419385 0.9971871549
4019.6085456848 0.9974635677
4019.6152494423 0.9978509303
4019.6219532110 0.9976658527
4019.6286569909 0.9977443255
4019.6353607819 0.9976433798
4019.6420645842 0.9977371977
4019.6487683976 0.9975835590
4019.6554722222 0.9979508240
4019.6621760580 0.9977208293
4019.6688799049 0.9979841058
4019.6755837631 0.9979097581
4019.6822876324 0.9979071333
4019.6889915129 0.9976431088
4019.6956954046 0.9966419466
4019.7023993074 0.9972447995
4019.7091032215 0.9985445880
4019.7158071467 0.9984144315
4019.7225110831 0.9974161239
4019.7292150307 0.9980846407
4019.7359189895 0.9989029462
4019.7426229594 0.9983625573
4019.7493269405 0.9967873748
4019.7560309328 0.9966785421
4019.7627349363 0.9974185436
4019.7694389510 0.9972143774
4019.7761429768 0.9973595232
4019.7828470139 0.9974313812
4019.7895510621 0.9972224918
4019.7962551215 0.9967552090
4019.8029591920 0.9972591532
4019.8096632738 0.9974689606
4019.8163673667 0.9974653269
4019.8230714708 0.9976967256
4019.8297755861 0.9976979070
4019.8364797126 0.9975837813
4019.8431838503 0.9977489980
4019.8498879991 0.9975229667
4019.8565921591 0.9970939342
4019.8632963303 0.9970204304
4019.8700005127 0.9967871624
4019.8767047063 0.9968357765
4019.8834089110 0.9973591484
4019.8901131269 0.9973035991
4019.8968173540 0.9969946533
4019.9035215923 0.9972092069
4019.9102258418 0.9971525118
4019.9169301024 0.9972412921
4019.9236343743 0.9972015176
4019.9303386573 0.9970737432
4019.9370429515 0.9971491192
4019.9437472568 0.9973638103
4019.9504515734 0.9975431616
4019.9571559011 0.9974845842
4019.9638602400 0.9968370311
4019.9705645901 0.9967518313
4019.9772689514 0.9971085229
4019.9839733239 0.9979937113
4019.9906777075 0.9979709072
4019.9973821023 0.9974827128
4020.0040865083 0.9974742550
4020.0107909255 0.9968820726
4020.0174953539 0.9961527699
4020.0241997934 0.9959392149
4020.0309042442 0.9965075718
4020.0376087061 0.9968935577
4020.0443131792 0.9973673191
4020.0510176634 0.9972453899
4020.0577221589 0.9970669142
4020.0644266655 0.9962294971
4020.0711311833 0.9964323448
4020.0778357123 0.9967976642
4020.0845402525 0.9962681350
4020.0912448039 0.9966451055
4020.0979493664 0.9968853156
4020.1046539402 0.9969740509
4020.1113585251 0.9966232491
4020.1180631212 0.9964894710
4020.1247677284 0.9960998532
4020.1314723469 0.9962346073
4020.1381769765 0.9961265250
4020.1448816173 0.9960093007
4020.1515862693 0.9960990537
4020.1582909325 0.9961556174
4020.1649956069 0.9965121734
4020.1717002924 0.9963616857
4020.1784049891 0.9962307065
4020.1851096971 0.9964695727
4020.1918144161 0.9962114279
4020.1985191464 0.9964120860
4020.2052238879 0.9962626682
4020.2119286405 0.9954493794
4020.2186334043 0.9955208539
4020.2253381793 0.9949378959
4020.2320429655 0.9942502929
4020.2387477629 0.9942258660
4020.2454525714 0.9952916244
4020.2521573911 0.9956618878
4020.2588622220 0.9952577658
4020.2655670641 0.9948720568
4020.2722719174 0.9947595128
4020.2789767819 0.9948461463
4020.2856816575 0.9945669357
4020.2923865443 0.9942423250
4020.2990914423 0.9947100974
4020.3057963515 0.9944122348
4020.3125012719 0.9952477701
4020.3192062034 0.9951525995
4020.3259111461 0.9947831770
4020.3326161001 0.9941193381
4020.3393210651 0.9941395691
4020.3460260414 0.9936737729
4020.3527310289 0.9939566235
4020.3594360275 0.9938164458
4020.3661410374 0.9938919017
4020.3728460584 0.9937971247
4020.3795510906 0.9933219681
4020.3862561339 0.9938288714
4020.3929611885 0.9941098535
4020.3996662542 0.9938923167
4020.4063713311 0.9938545915
4020.4130764192 0.9941275603
4020.4197815185 0.9940246398
4020.4264866290 0.9937562638
4020.4331917506 0.9932812477
4020.4398968835 0.9942861515
4020.4466020275 0.9946168043
4020.4533071827 0.9941314424
4020.4600123490 0.9932161296
4020.4667175266 0.9925401233
4020.4734227154 0.9927949851
4020.4801279153 0.9926739740
4020.4868331264 0.9923006637
4020.4935383487 0.9922628291
4020.5002435822 0.9921183669
4020.5069488268 0.9926362233
4020.5136540827 0.9932422448
4020.5203593497 0.9931109972
4020.5270646279 0.9930280508
4020.5337699173 0.9921415387
4020.5404752178 0.9916810687
4020.5471805296 0.9920210748
4020.5538858525 0.9919545378
4020.5605911867 0.9922664770
4020.5672965320 0.9924144008
4020.5740018885 0.9922080278
4020.5807072561 0.9917954001
4020.5874126350 0.9919231475
4020.5941180250 0.9915134615
4020.6008234262 0.9919233788
4020.6075288386 0.9922192032
4020.6142342622 0.9927776559
4020.6209396970 0.9927039985
4020.6276451429 0.9919143477
4020.6343506001 0.9918704029
4020.6410560684 0.9915647759
4020.6477615479 0.9910258360
4020.6544670386 0.9918184509
4020.6611725404 0.9926001585
4020.6678780535 0.9916074805
4020.6745835777 0.9915144883
4020.6812891131 0.9914898666
4020.6879946597 0.9906531656
4020.6947002175 0.9907568765
4020.7014057865 0.9907673013
4020.7081113666 0.9910578648
4020.7148169580 0.9911885619
4020.7215225605 0.9909697026
4020.7282281742 0.9907093760
4020.7349337991 0.9904445837
4020.7416394351 0.9896003190
4020.7483450824 0.9901702107
4020.7550507408 0.9920465842
4020.7617564104 0.9935095022
4020.7684620912 0.9919733439
4020.7751677832 0.9911973238
4020.7818734864 0.9904913848
4020.7885792007 0.9893044599
4020.7952849262 0.9889178596
4020.8019906630 0.9886383007
4020.8086964109 0.9889839613
4020.8154021699 0.9891377547
4020.8221079402 0.9896496180
4020.8288137217 0.9893435691
4020.8355195143 0.9890015660
4020.8422253181 0.9887612672
4020.8489311331 0.9880556416
4020.8556369593 0.9877530097
4020.8623427967 0.9879467670
4020.8690486452 0.9883195459
4020.8757545050 0.9882886693
4020.8824603759 0.9884479608
4020.8891662580 0.9882051988
4020.8958721513 0.9875103237
4020.9025780558 0.9870148907
4020.9092839714 0.9871497069
4020.9159898983 0.9872053681
4020.9226958363 0.9871032400
4020.9294017855 0.9867589689
4020.9361077459 0.9861859881
4020.9428137175 0.9860788026
4020.9495197002 0.9857276540
4020.9562256942 0.9854633552
4020.9629316993 0.9851544403
4020.9696377156 0.9850378306
4020.9763437431 0.9851337538
4020.9830497818 0.9853375161
4020.9897558316 0.9853032778
4020.9964618927 0.9857730188
4021.0031679649 0.9855793442
4021.0098740483 0.9858657895
4021.0165801430 0.9859272376
4021.0232862487 0.9856023540
4021.0299923657 0.9853874203
4021.0366984939 0.9849578441
4021.0434046332 0.9842408485
4021.0501107837 0.9835267575
4021.0568169454 0.9838618195
4021.0635231183 0.9839077693
4021.0702293024 0.9842712691
4021.0769354976 0.9848751604
4021.0836417041 0.9843916908
4021.0903479217 0.9840506072
4021.0970541505 0.9834707764
4021.1037603905 0.9827958384
4021.1104666417 0.9862733415
4021.1171729041 0.9907056142
4021.1238791776 0.9853136126
4021.1305854624 0.9853426143
4021.1372917583 0.9846792989
4021.1439980654 0.9827207044
4021.1507043837 0.9825373686
4021.1574107131 0.9826011892
4021.1641170538 0.9825253462
4021.1708234056 0.9817222350
4021.1775297687 0.9812514123
4021.1842361429 0.9815594905
4021.1909425283 0.9808075680
4021.1976489249 0.9804418898
4021.2043553326 0.9805701132
4021.2110617516 0.9805107354
4021.2177681817 0.9808180079
4021.2244746230 0.9810082548
4021.2311810755 0.9800342091
4021.2378875392 0.9794703924
4021.2445940141 0.9796470452
4021.2513005002 0.9801327549
4021.2580069974 0.9793277770
4021.2647135058 0.9795383317
4021.2714200254 0.9800153860
4021.2781265562 0.9797691122
4021.2848330982 0.9792368958
4021.2915396514 0.9789893990
4021.2982462157 0.9787592732
4021.3049527913 0.9781377498
4021.3116593780 0.9785973219
4021.3183659759 0.9788701920
4021.3250725850 0.9811282211
4021.3317792053 0.9822830571
4021.3384858367 0.9805393483
